country,country_code,continent,population,indicator,weekly_count,year_week,rate_14_day,cumulative_count,source
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,7739,2021-06,525.2366956,93075,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,7171,2021-07,523.9014672,100246,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,6921,2021-08,495.1589185,107167,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,5730,2021-09,444.5256513,112897,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,4577,2021-10,362.1631403,117474,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,3726,2021-11,291.7474099,121200,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,2934,2021-12,234.0163495,124134,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,2397,2021-13,187.3184924,126531,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,1862,2021-14,149.6509959,128393,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,1201,2021-15,107.6264382,129594,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,943,2021-16,75.334993,130537,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,701,2021-17,57.76619799,131238,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,485,2021-18,41.67318176,131723,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,292,2021-19,27.30190744,132015,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,194,2021-20,17.07686875,132209,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,100,2021-21,10.33045147,132309,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,70,2021-22,5.973390303,132379,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,82,2021-23,5.340913683,132461,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,29,2021-24,3.900272492,132490,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,22,2021-25,1.792017091,132512,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,23,2021-26,1.581191551,132535,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,57,2021-27,2.811007201,132592,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,94,2021-28,5.305776093,132686,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,171,2021-29,9.311461355,132857,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Casi per 100.000 abitanti in 14 giorni,264,2021-30,15.28485166,133121,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,0,2020-10,,0,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,1,2020-11,0.3513759,1,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,1,2020-12,0.7027518,2,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,8,2020-13,3.162383102,10,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,11,2020-14,6.676142103,21,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,2,2020-15,4.567886702,23,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,3,2020-16,1.756879501,26,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,2,2020-17,1.756879501,28,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,3,2020-18,1.756879501,31,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,0,2020-19,1.054127701,31,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,0,2020-20,0,31,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,1,2020-21,0.3513759,32,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,1,2020-22,0.7027518,33,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,1,2020-23,0.7027518,34,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,2,2020-24,1.054127701,36,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,8,2020-25,3.513759002,44,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,11,2020-26,6.676142103,55,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,21,2020-27,11.24402881,76,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,17,2020-28,13.35228421,93,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,19,2020-29,12.64953241,112,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,26,2020-30,15.81191551,138,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,28,2020-31,18.97429861,166,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,33,2020-32,21.43392991,199,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,29,2020-33,21.78530581,228,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,22,2020-34,17.92017091,250,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,30,2020-35,18.27154681,280,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,36,2020-36,23.19080941,316,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,18,2020-37,18.97429861,334,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,28,2020-38,16.16329141,362,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,15,2020-39,15.10916371,377,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,19,2020-40,11.94678061,396,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,24,2020-41,15.10916371,420,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,31,2020-42,19.32567451,451,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,26,2020-43,20.02842631,477,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,41,2020-44,23.54218531,518,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,41,2020-45,28.81282381,559,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,64,2020-46,36.89446952,623,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,76,2020-47,49.19262603,699,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,99,2020-48,61.49078253,798,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,107,2020-49,72.38343544,905,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,98,2020-50,72.03205954,1003,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,85,2020-51,64.30178973,1088,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,76,2020-52,56.57151993,1164,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,29,2020-53,36.89446952,1193,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,48,2021-01,27.05594431,1241,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,36,2021-02,29.51557562,1277,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,38,2021-03,26.00181661,1315,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,65,2021-04,36.19171772,1380,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,80,2021-05,50.94950553,1460,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,95,2021-06,61.49078253,1555,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,111,2021-07,72.38343544,1666,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,130,2021-08,84.68159194,1796,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,143,2021-09,95.92562075,1939,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,106,2021-10,87.49259915,2045,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,92,2021-11,69.57242824,2137,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,73,2021-12,57.97702353,2210,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,55,2021-13,44.97611522,2265,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,52,2021-14,37.59722132,2317,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,25,2021-15,27.05594431,2342,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,36,2021-16,21.43392991,2378,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,19,2021-17,19.32567451,2397,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,15,2021-18,11.94678061,2412,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,20,2021-19,12.29815651,2432,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,12,2021-20,11.24402881,2444,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,6,2021-21,6.324766203,2450,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,1,2021-22,2.459631301,2451,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,2,2021-23,1.054127701,2453,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,1,2021-24,1.054127701,2454,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,2,2021-25,1.054127701,2456,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,0,2021-26,0.7027518,2456,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,0,2021-27,0,2456,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,0,2021-28,0,2456,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,0,2021-29,0,2456,"Epidemic intelligence, national weekly data"
Albania,ALB,Europe,2845955,Decessi per milione di abitanti in 14 giorni,1,2021-30,0.3513759,2457,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,5,2020-11,,5,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,108,2020-12,148.3387374,113,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,221,2020-13,431.8888903,334,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,167,2020-14,509.3400895,501,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,137,2020-15,399.0705856,638,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,75,2020-16,278.2992242,713,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,27,2020-17,133.8986833,740,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,8,2020-18,45.94562663,748,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,7,2020-19,19.69098284,755,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,6,2020-20,17.06551846,761,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,2,2020-21,10.50185752,763,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,1,2020-22,3.938196569,764,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,88,2020-23,116.8331649,852,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,1,2020-24,116.8331649,853,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,2,2020-25,3.938196569,855,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,0,2020-26,2.625464379,855,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,0,2020-27,0,855,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,0,2020-28,0,855,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,25,2020-29,32.81830474,880,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,17,2020-30,55.13475196,897,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,28,2020-31,59.07294853,925,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,31,2020-32,77.45119918,956,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,33,2020-33,84.01486013,989,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,56,2020-34,116.8331649,1045,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,79,2020-35,177.2188456,1124,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,91,2020-36,223.1644722,1215,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,129,2020-37,288.8010817,1344,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,220,2020-38,458.1435341,1564,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,272,2020-39,645.8642372,1836,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,274,2020-40,716.7517755,2110,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,586,2020-41,1128.949683,2696,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,681,2020-42,1663.231684,3377,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,661,2020-43,1761.686598,4038,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,787,2020-44,1900.83621,4825,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,558,2020-45,1765.624795,5383,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,489,2020-46,1374.430602,5872,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,384,2020-47,1146.015201,6256,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,456,2020-48,1102.695039,6712,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,338,2020-49,1042.309358,7050,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,288,2020-50,821.7703506,7338,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,239,2020-51,691.8098639,7577,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,10,2020-52,326.8703152,7587,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,605,2020-53,807.3302965,8192,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,490,2021-01,1437.441748,8682,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,401,2021-02,1169.644381,9083,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,466,2021-03,1138.138808,9549,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,388,2021-04,1121.07329,9937,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,314,2021-05,921.537997,10251,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,287,2021-06,788.9520459,10538,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,161,2021-07,588.1040209,10699,"Epidemic intelligence, national weekly data"
Andorra,AND,Europe,76177,Casi per 100.000 abitanti in 14 giorni,190,2021-08,460.7689985,10889,"Epidemic intelligence, national weekly data"
